ID,RollNumber,Name,Age,Course,Address,PhoneNumber,FatherName,MotherName,Income,sem 1,sem 2,sem 3,sem 4,Semester Predicted GPA,Project1,Project2,Project3,Project4,Project1_Status,Project2_Status,Project3_Status,Project4_Status,Project Predicted GPA,Aptitude1,Aptitude2,Aptitude3,Aptitude4,Aptitude5,Aptitude6,Aptitude7,Aptitude8,Aptitude9,Aptitude10,Aptitude11,Aptitude12,Communication1,Communication2,Communication3,Communication4,Communication5,Communication6,Communication7,Communication8,Communication9,Communication10,Communication11,Communication12,LogicalTest1,LogicalTest2,LogicalTest3,LogicalTest4,LogicalTest5,LogicalTest6,LogicalTest7,LogicalTest8,LogicalTest9,LogicalTest10,LogicalTest11,LogicalTest12,Average Score,Rank
8eb79e5d-b800-4e66-8390-b698c0c0e53e,459,Thomas Johnson,18,CSE,"1568 Flores Valleys
New Edward, NE 09845",911.714.6322,Jeffrey Berger PhD,Joseph Patterson,62802.46,5.7,4.15,9.44,5.61,5.59,81,87,37,79,On Time,Late,On Time,On Time,73.33,97,33,43,42,62,81,48,97,76,65,59,92,47,80,32,43,87,30,92,85,34,43,74,91,63,99,65,39,49,78,79,94,64,97,69,40,60.384,118
499dbc89-0c6b-4b21-8fe9-99f49c697b4a,101,Joyce Larson,25,ECE,"8159 Pacheco Tunnel
Patrickburgh, VI 36289",573.632.9197x0239,Sheena Harrington,Jamie Thompson,91464.87,5.89,8.41,8.36,9.16,6.31,43,100,82,40,Late,Late,Late,On Time,96.22,57,49,57,51,75,37,97,53,54,40,39,89,60,50,51,95,73,92,100,75,89,47,88,60,59,61,82,82,61,83,57,81,51,68,49,50,60.306,119
4583646d-194b-4e80-ba43-f6884cd525a4,158,Hannah Taylor,19,ECE,"35139 Melissa Underpass Suite 408
Lake Molly, MA 32082",956.287.2118,Kristi Roberts,Natasha Warren,85604.4,9.85,5.35,7.64,4.55,6.48,73,35,65,60,On Time,Late,On Time,Late,98.56,76,85,89,50,36,87,81,42,78,53,73,88,43,92,55,48,54,41,78,70,62,83,72,41,32,99,63,74,39,67,89,51,43,76,69,67,60.208000000000006,120
1601e8a1-042a-4103-b977-eeba05e5c5a4,305,Juan Glover,21,EEE,"0164 Laura Knoll
South Lori, WV 88512",(883)732-3851,Scott Hardy,Sarah Kirby,78812.72,7.72,8.15,7.65,4.3,6.94,37,81,60,85,On Time,On Time,On Time,On Time,53.01,41,51,31,36,69,94,46,60,48,63,49,100,49,62,45,71,76,95,54,90,69,76,96,63,82,40,76,56,42,47,32,88,74,78,40,78,60.19,121
acc8015f-3b6d-4e9f-bda4-f042bade43fd,407,Kayla Melton MD,18,EEE,"33025 Tina Via
Bautistaside, MI 99903",(942)658-4496,Stefanie Castro,Lisa Miller,93059.58,6.1,4.95,4.09,5.95,9.12,90,69,50,55,Late,On Time,Late,Late,89.81,66,66,84,68,59,52,30,92,35,79,70,72,44,70,95,51,83,34,70,43,60,64,36,54,40,57,63,34,64,48,83,82,88,46,61,76,60.186,122
9e2ff698-fa1d-4fd7-8ba5-3958991f1d7a,26,Jeremy Anderson,20,CSE,"61962 Cook Flat
Rebeccabury, WV 90994",001-961-747-6769,James Hendricks,Douglas Clements,86251.62,8.98,4.01,4.56,4.47,8.49,85,72,63,33,Late,On Time,Late,On Time,65.25,94,50,36,53,42,70,41,34,72,61,56,74,76,67,66,56,56,65,59,70,66,100,91,96,74,78,72,93,38,52,83,45,54,73,38,57,60.148,123
ff365cef-4253-40bd-b918-ebc9b55e1d51,340,Bruce Hamilton,19,ECE,"PSC 8952, Box 9135
APO AA 75274",+1-340-338-5039x52040,Thomas Brock,Dennis Hinton,73561.68,4.36,4.92,5.96,9.74,8.09,90,54,52,87,On Time,Late,On Time,Late,97.65,83,70,83,37,81,47,95,84,58,76,36,50,33,82,48,77,49,81,66,66,41,75,78,45,32,71,82,55,44,75,35,64,74,35,53,100,60.148,124
f712de8f-d439-4f43-9301-4bb5bcb79399,88,Paul Simpson DDS,25,MECH,"450 Torres Locks Apt. 232
Lake Laura, SC 01366",798-496-1874x8245,Robert Dawson,Erica Juarez,50880.99,4.35,4.46,5.43,4.29,6.24,52,81,40,90,On Time,Late,On Time,On Time,63.37,96,74,49,57,44,61,47,49,87,98,39,100,43,87,30,51,88,85,55,39,56,61,93,43,75,36,48,43,93,85,82,49,53,75,34,88,60.122,125
0618d1a8-5017-4264-8b51-96c2861abf33,310,Tracy Mills,25,CSE,"9049 Maldonado Flats
Port Nicholas, WA 87780",(713)260-7968x9696,Loretta Gross,Emily Thomas,50486.17,4.35,4.84,8.62,5.04,6.38,87,86,95,37,Late,On Time,Late,On Time,90.17,45,54,38,33,60,40,72,72,65,98,98,64,46,50,62,85,86,77,86,32,62,92,45,63,95,96,42,54,48,36,61,84,82,79,71,77,60.11,126
f4d5a689-938a-42ac-b0e6-2e40435f8f8b,495,Tiffany Stein,23,CIVIL,"8303 Matthew Stravenue
Jamiebury, WY 14475",+1-564-359-5046x8873,Brian Gardner,Sandra Martinez,64467.57,8.11,8.09,7.32,6.27,6.76,53,37,58,83,Late,Late,Late,On Time,98.59,97,52,96,100,92,73,70,100,80,68,77,90,100,37,80,40,82,30,87,76,94,69,51,68,84,75,68,63,36,96,86,52,57,99,47,37,60.07000000000001,127
6866c0ef-af34-4c12-a231-5067b91a945b,125,Renee Brown,18,CSE,"PSC 2969, Box 4870
APO AE 74277",478-307-6888,Virginia Mason MD,Tyler Bailey,70476.45,7.7,5.05,4.91,8.19,6.21,60,83,86,69,Late,Late,Late,Late,81.09,96,54,88,46,99,57,45,50,54,42,75,82,88,82,86,40,62,68,78,82,47,47,76,68,73,38,77,79,63,99,54,91,90,79,30,63,60.06,128
2daf3eb4-bf64-42e2-806a-e131fbcd9cc1,12,Jeffrey Meyer,18,ECE,"7455 Tammy Motorway
Chanton, HI 09536",857-474-8491x5473,Amber Gardner,Kevin Crawford,91199.92,5.23,4.8,8.6,9.05,7.06,35,78,60,50,Late,On Time,On Time,Late,98.1,78,52,96,97,91,40,40,56,33,52,44,52,35,44,55,63,49,31,46,72,98,100,61,89,80,52,48,57,71,97,42,98,100,57,64,54,60.032,129
ed0ac056-7a13-4b0e-9c46-6efbae120c20,194,Suzanne Johnson,18,CSE,"9581 Edward Crescent
North Erinside, NJ 59238",227-363-1244x0454,Sonya Roberts,Mrs. Jo Paul,94334.23,7.31,6.82,8.33,8.75,5.8,96,67,61,87,Late,On Time,On Time,On Time,77.35,96,35,42,74,50,30,75,98,91,90,98,88,35,96,38,94,89,61,86,36,71,33,45,63,89,84,98,99,67,53,35,75,99,82,43,66,60.029999999999994,130
2d0ba42b-dbfc-4163-8744-f78f48126d35,332,Stephen Johnson,19,ECE,"926 Wilkinson Hill
South Ruth, WY 45911",528.303.4863x6269,Shelley Ruiz,Dana Williams,78348.38,5.57,4.19,5.86,7.03,6.31,45,74,83,84,On Time,Late,On Time,On Time,57.84,35,61,81,63,90,90,31,87,70,62,51,85,78,84,98,54,83,95,68,90,44,82,79,78,31,45,81,67,66,70,49,86,91,32,75,73,60.029999999999994,131
157915b4-5959-438e-a2ae-033ced7033a6,419,Dakota Black,18,MECH,"28782 Wilson Station
Melissaport, WA 60607",001-268-307-6595x993,Andrea Thomas,Bailey Carroll,53941.74,7.37,4.27,6.06,4.27,6.66,84,45,79,33,On Time,Late,Late,Late,86.48,54,54,90,79,31,89,63,82,73,98,57,66,35,52,61,98,50,66,86,47,59,44,35,97,95,43,97,44,46,92,66,65,97,31,78,44,60.028,132
7dcddb54-a1ea-4504-a736-ceca73e76fb1,334,Rachael Bailey,23,CIVIL,"022 Ramirez Shores
Brianside, IA 70351",793.934.2754x6639,Charles Stone,Jennifer Wheeler,99238.41,6.78,6.43,8.27,8.35,5.98,63,31,33,50,On Time,On Time,Late,Late,57.99,66,50,84,32,82,90,66,65,44,71,34,96,45,84,92,39,43,80,89,34,64,98,74,100,68,49,78,88,31,72,64,95,47,35,30,40,59.99400000000001,133
07967b31-b621-4ed2-81ea-1eed5974251f,14,Heidi Green,23,ECE,"9188 Heath Land
West Alexanderfort, MS 22864",001-376-409-2552,Andrew Morgan,Jeffrey Richards,77347.24,9.24,6.21,5.21,7.31,9.11,88,89,40,79,Late,Late,Late,On Time,53.78,83,82,47,35,44,73,64,41,48,43,31,82,84,85,50,88,43,39,75,94,49,84,73,71,73,55,69,51,64,61,52,30,64,52,83,84,59.977999999999994,134
08b2c17c-6ed2-432d-a5d3-2ac8755a23da,124,Michael Harrison,19,MECH,"688 Butler Terrace Suite 143
Codyport, NC 50058",+1-900-705-0127,Renee Collins,Virginia Carter,67066.94,5.86,9.81,6.2,5.17,6.07,87,47,61,82,On Time,On Time,On Time,Late,65.4,60,63,51,43,35,70,80,54,69,40,55,82,41,59,74,85,78,40,54,86,85,60,43,64,82,61,33,77,52,32,65,84,40,63,80,82,59.894000000000005,135
2c713dda-1402-431d-90ea-946e8a1cfb89,137,Nicole Gonzalez,19,CSE,"233 David Terrace Suite 202
Alvarezburgh, MD 64975",(224)240-5687,Jennifer Wolf DVM,Alicia Washington,92111.28,4.3,8.32,7.39,9.23,5.51,46,41,48,48,On Time,Late,On Time,Late,78.9,34,38,79,59,51,86,38,94,95,72,39,41,54,100,50,45,31,87,50,34,39,33,61,93,78,97,52,66,50,78,41,58,77,37,49,80,59.682,136
2d015eb7-0dfd-4c2d-9eeb-6dede16519a5,450,Amy Kelly,18,EEE,"3585 Brian Shore
South Davidtown, LA 02478",837-855-3101,Timothy Jones,Hunter Martinez,95985.76,9.81,6.44,8.37,4.08,6.16,98,95,35,43,Late,On Time,On Time,Late,70.0,39,56,48,86,75,84,76,56,52,92,95,96,76,55,92,89,53,85,74,75,89,96,89,42,42,45,81,87,73,60,89,31,31,75,80,84,59.63199999999999,137
32686113-cb0d-4a33-a02b-e795ee05ec53,371,Brett Morgan,18,MECH,"810 Donna Crescent
Kelseyland, AZ 09584",+1-555-816-5572x68810,Kevin Romero,Richard Huber,81258.59,8.86,5.89,7.79,7.61,9.22,55,76,95,61,Late,On Time,On Time,Late,85.56,89,91,100,58,54,72,94,72,77,56,64,47,83,31,44,98,90,44,47,97,92,56,43,98,62,55,82,51,90,45,52,66,91,99,60,58,59.556,138
c446477d-1ea4-4f00-add8-ed60d8ec1bad,474,Anna Mitchell,23,CSE,"89419 Whitney Club
West Justinton, FM 74050",877.907.1823x63273,Hannah Spears,Kathryn Davis,98518.87,4.34,6.89,6.71,8.84,9.71,90,100,34,85,On Time,On Time,On Time,Late,96.56,92,38,83,72,65,98,98,77,93,66,43,69,46,88,30,99,81,62,83,57,30,96,93,37,64,33,79,56,64,50,69,63,35,100,73,85,59.45399999999999,139
d360cf60-091a-44d8-96e5-8d874788a82f,298,Christopher Brock,18,ECE,"80606 Jerry Burgs
Stevenside, RI 37078",230-391-8343x09692,Richard Davis,Stephen Miller,72992.38,5.23,7.44,8.58,6.42,7.77,83,94,81,76,On Time,Late,Late,On Time,99.23,97,94,66,56,34,34,42,80,83,51,47,32,69,89,85,97,58,68,37,77,67,45,99,91,32,30,64,74,67,64,48,99,93,59,60,67,59.4,140
9f7521b6-9c1c-4d0e-8312-c1b2f3941be5,261,Gina Gonzalez,20,CSE,"488 Courtney Crest Apt. 060
Cynthiafurt, PR 31117",001-760-233-9225x6358,Jeremy Mitchell,Thomas Brock,92634.12,4.1,9.63,4.9,8.18,9.5,72,33,91,79,Late,On Time,On Time,Late,71.31,85,40,92,74,90,35,48,40,77,40,85,65,74,76,86,95,52,54,30,77,31,75,41,81,99,58,51,69,98,98,81,61,36,42,40,70,59.362,141
fd1e594c-42e2-4f78-b299-5e73e34cfc01,387,Meghan Delgado,22,CIVIL,"50897 Leonard Street
East Bryan, LA 86152",9282493314,Emily May,Kelly Gray,95374.74,8.01,5.74,4.06,8.36,5.98,89,62,70,75,On Time,Late,On Time,On Time,76.8,84,87,56,50,89,51,92,62,57,69,74,86,89,81,34,78,66,55,35,79,34,70,36,46,61,96,98,75,52,47,33,94,66,39,59,82,59.355999999999995,142
ff19a213-99c3-4335-90c8-6e349ee023e2,111,Amy Murray,21,ECE,"6568 Fitzpatrick Knolls
Samanthaton, MP 85189",265-309-2416x65168,Erin Mejia,Gerald Gill,61133.96,5.1,7.33,7.29,6.26,8.24,74,96,47,67,Late,On Time,Late,On Time,63.11,69,35,84,55,53,53,49,92,78,56,63,69,45,74,62,36,34,70,47,39,62,98,35,87,59,52,38,93,81,95,52,58,55,41,88,69,59.27,143
cc2ea2c7-8420-48d1-8065-90b7d8682b0f,98,Daryl Mcdonald,20,EEE,"79962 Fisher Square
North Megan, AL 31084",7115445592,Marilyn Hines,Joshua Kramer,89495.34,5.63,9.12,8.42,7.35,7.29,47,72,54,74,On Time,Late,On Time,On Time,73.03,53,59,98,40,51,34,47,42,47,85,64,93,74,47,67,46,67,50,82,83,55,90,68,44,61,48,86,37,30,36,46,98,34,70,35,79,59.263999999999996,144
66d1d747-f296-44bb-822c-14c9b769d050,481,Jonathan Soto,24,ECE,"USCGC Parker
FPO AA 18721",2582580906,Hector Cooper,Anne Smith,64832.48,6.4,5.11,4.72,8.8,9.22,72,69,62,85,Late,Late,Late,Late,76.05,91,38,73,63,49,78,75,77,82,52,98,64,52,85,80,78,60,98,56,32,42,99,83,89,36,67,73,52,72,70,41,98,46,46,36,58,59.254,145
41a77dd0-f0b9-44a4-b8f2-85baafcc8691,71,Danielle Powell,21,MECH,"005 Martin Villages Suite 377
Daviesport, AK 57972",(719)505-0992x091,John Shannon,Lori Simpson,55037.61,5.42,5.02,9.04,5.52,7.29,56,67,70,68,Late,On Time,On Time,On Time,76.87,92,85,43,84,54,32,73,83,86,62,39,93,35,64,92,91,32,58,91,86,80,55,60,42,59,90,66,36,97,78,80,65,45,91,87,77,59.232000000000006,146
a6518b54-1a07-4b46-9cd5-c6bc3efc5501,145,Tabitha Butler,21,CIVIL,"119 Roth Views
Melindafurt, PW 46433",+1-914-393-6883x30539,Debbie Sawyer,Shawn Mendoza,54187.37,6.21,5.04,4.05,5.34,7.14,99,44,76,46,On Time,On Time,Late,Late,59.92,81,96,85,78,100,59,60,38,64,80,72,79,30,81,59,51,39,71,84,55,82,53,76,89,58,48,49,82,53,56,61,82,48,57,61,61,59.212,147
83b7dcc7-cc72-4200-814c-67b97417c61f,238,Hector Santos,25,EEE,"01575 Michael Ferry Suite 297
Brewerborough, OK 06622",725-743-1446x385,Terry Santiago,Ronald Pearson,98523.32,6.26,7.79,9.56,6.22,9.1,70,88,81,44,On Time,On Time,On Time,Late,88.83,35,62,63,31,68,95,85,77,98,71,85,67,83,64,80,78,89,77,33,92,94,48,93,34,59,40,53,91,52,38,55,71,71,81,59,97,59.186,148
0b79bf48-0256-4de1-bd61-ad3f8ef86bbb,218,Christina Johnson,24,ECE,"74919 Sanchez Hill Suite 805
Jamesmouth, NH 45431",889-521-9890x57714,Steven Rodriguez,Lisa Butler,67695.79,8.85,4.11,9.83,4.32,7.38,52,92,69,97,Late,On Time,Late,On Time,69.52,76,77,96,94,39,70,40,56,35,33,64,64,95,31,30,48,61,43,52,92,84,37,87,90,48,85,32,84,65,30,49,44,82,33,91,65,59.17999999999999,149
8750b467-801a-4b4d-ad0f-12d4b40e75f4,361,Brandy Stanley,19,MECH,"0524 Williams Ports
Longland, IL 32634",288-918-9543x82254,Jennifer Cox,Melissa Gonzalez,90486.7,4.42,9.09,9.7,7.52,8.23,51,51,47,44,On Time,On Time,Late,Late,84.42,46,87,86,56,56,71,78,73,55,56,61,58,73,79,61,97,80,48,92,69,53,52,46,48,72,39,36,99,62,34,31,72,59,40,58,97,59.129999999999995,150
d8d44146-b64c-4419-a88b-ee48a38e6293,339,Shannon Sherman,22,ECE,"97877 Kenneth Estates
East Tina, ID 88993",+1-896-220-9438x45179,Jeffrey Vaughn,Michele Turner,99086.21,5.69,5.51,8.5,5.55,5.17,62,82,52,94,Late,On Time,On Time,Late,60.51,80,56,57,97,31,37,32,56,71,57,46,91,50,48,49,60,49,62,78,73,63,95,41,77,95,77,58,72,72,50,61,57,75,99,45,61,58.936,151
c8c2cfab-1037-4296-988c-f703257ad0e3,308,Tina Henry,20,CSE,"PSC 5271, Box 1000
APO AP 72082",286-987-1374x01090,Timothy Odonnell DDS,Kimberly Rodriguez,56038.06,9.85,7.96,6.73,7.39,9.98,52,83,90,89,On Time,Late,On Time,On Time,85.54,56,30,65,61,42,64,69,63,35,95,30,34,82,96,79,51,67,31,38,65,89,53,48,80,61,53,34,92,32,98,53,47,90,87,33,85,58.903999999999996,152
28d9b5f8-390b-4a65-bd55-da7f21f465e6,186,Mark Brown,19,MECH,"47512 Hayes Plain
Patrickton, IA 98704",820-991-2974x704,Tyler Schultz,Sean Boyd,58308.68,5.19,5.4,9.29,6.54,6.95,98,51,33,97,Late,Late,On Time,On Time,89.56,86,35,46,67,52,88,59,79,79,99,55,47,35,33,75,46,100,93,35,94,83,67,40,98,88,39,39,68,46,52,43,35,86,82,100,53,58.902,153
eedd646e-6088-4184-ab29-2040ac43e900,66,Jill Williams,25,EEE,"805 Cook Brooks
Matthewsshire, MO 49031",(651)244-1885x372,Isabella Hernandez,Chad Schwartz,63307.11,8.24,9.68,7.17,6.89,9.36,80,55,95,78,On Time,Late,Late,Late,63.08,36,96,100,39,43,57,91,32,76,57,89,57,80,73,94,52,66,100,45,48,41,87,43,100,75,60,47,63,64,82,85,97,48,81,30,65,58.888,154
d9dc2a0e-71d8-4ee3-8a4c-af2449f26079,198,Emily Taylor,20,MECH,"2103 Jones Center
Christinemouth, NJ 11401",(207)691-3626x005,Patricia Mckenzie,Gary Nguyen,60757.37,7.44,6.26,6.28,4.39,7.41,70,38,91,73,On Time,On Time,Late,On Time,70.92,82,74,61,87,51,77,62,59,90,93,54,57,40,48,97,82,36,61,71,52,63,82,88,94,99,74,58,90,88,37,37,68,64,47,93,65,58.866,155
ffcf9a39-b970-47bc-b694-dd73806fa57d,31,Lisa Oliver,22,CSE,"651 Phillips Throughway
Michaelmouth, VT 55793",001-372-394-6526,Steven Glover,Charles Smith,72520.28,8.4,9.11,7.01,8.93,7.9,45,48,93,99,On Time,On Time,Late,Late,54.11,83,56,83,88,33,31,30,71,46,90,94,58,30,52,48,52,98,45,84,59,62,93,69,89,87,50,78,38,43,81,65,53,95,69,93,85,58.802,156
e7abc14e-34e2-4411-be88-783d8893ac4f,1,Mark Austin ,23,CSE,"97155 Aaron Valley Apt. 453
Davisfort, WV 21171",+1-224-489-8938x7760,Amy Wall,Amy Cook DVM,85310.42,9.97,6.12,5.69,9.08,8.005625,63.0,68.0,54.0,99.0,On Time,Late,On Time,Late,87.94375,64,81,92,64,36,80,70,82,83,56,71,73,31,72,99,80,95,87,30,98,81,92,99,33,98,88,60,96,66,54,42,42,67,63,57,92,58.789874999999995,157
2663a8a9-56b5-41a8-8020-034cc669593b,412,Anne Singh,23,CSE,"02027 Williams Manors Apt. 803
East Carlos, KY 98936",(650)448-4979x3248,Nicholas Dougherty,Charles Barber,54267.76,7.15,6.25,4.28,8.62,9.29,64,41,61,42,Late,On Time,Late,Late,67.46,60,42,66,50,51,47,35,60,80,42,34,60,98,71,55,94,67,82,43,42,31,58,94,59,71,41,69,57,33,79,61,35,44,42,59,98,58.75,158
bc88f3fc-a5a9-458c-a5cc-b2d26a5e0e54,130,Matthew Cochran,20,ECE,"7375 Phillips Locks
Johnstad, KS 24055",362.588.5021x1837,John Martinez,Mark Garrett,52442.32,9.91,9.7,7.74,5.03,9.49,39,89,71,94,Late,Late,Late,Late,80.23,60,52,38,94,75,86,54,99,84,37,44,35,51,72,89,35,53,58,96,59,87,49,54,92,39,84,68,35,70,97,53,40,38,59,45,77,58.74400000000001,159
07d36537-ebb7-4227-90df-2d504d7f2135,224,Mr. Vincent Caldwell,25,MECH,"885 Shaffer Mills Suite 178
Chenberg, CA 39465",+1-241-414-3262x078,Jeffrey Cook,Sarah Miller,95406.24,7.6,7.43,6.49,9.32,5.7,59,64,69,48,On Time,On Time,Late,On Time,80.74,39,70,58,64,85,89,74,49,35,30,81,89,77,52,98,49,88,69,75,62,54,44,79,62,79,54,96,74,66,97,47,83,32,94,96,56,58.688,160
8b55b002-3af0-48fa-94a2-a333f86d4874,347,Michelle Barron,23,EEE,"15316 Justin Fords Apt. 348
Jamesmouth, RI 67559",(216)916-2263x19937,Jesse Garner,Christopher Martinez,81473.73,5.15,5.34,6.18,6.31,9.95,32,65,89,35,On Time,On Time,Late,On Time,52.44,97,74,36,88,89,74,52,41,85,65,44,95,40,86,59,100,81,75,57,60,61,61,98,69,66,41,36,81,62,83,30,99,61,45,79,67,58.678,161
da674560-c255-42d4-9249-8b746ad8bf24,172,Nathan Deleon,22,CSE,"Unit 5769 Box 3332
DPO AA 44018",950.732.7855x983,Bethany Austin,Peggy Martinez,60463.61,9.9,8.19,8.48,4.9,9.05,99,85,46,41,On Time,Late,Late,On Time,88.82,53,57,95,73,43,78,77,39,35,73,96,47,95,30,93,48,57,96,41,51,95,72,42,94,64,77,50,56,52,52,50,56,30,36,88,54,58.574,162
38ece1d6-87db-47d7-9550-204327b96a53,446,Sandra Murphy,25,ECE,"108 Johnson Views Apt. 341
Tonyahaven, VA 87360",361-913-3124,Jennifer Vasquez,Christina Thomas,54134.92,7.78,5.94,6.98,4.47,8.69,91,74,32,80,On Time,Late,Late,On Time,60.75,72,36,45,36,45,39,71,44,82,32,47,80,60,80,62,90,30,89,49,85,85,34,85,45,87,64,53,65,39,45,90,43,92,35,61,98,58.488,163
6079136c-a8b3-4b1c-bb4d-54ae7bfdeb19,406,Kevin Ward,25,EEE,"3168 Watts Ridge Suite 786
Morrishaven, MH 74124",225-565-6312,Kristi Rose,Sandra Smith,86249.0,8.07,5.52,8.91,8.46,7.34,53,97,88,98,On Time,Late,On Time,Late,58.38,31,66,32,55,71,37,59,42,66,60,34,96,84,82,52,64,37,31,50,31,44,41,71,51,71,69,31,58,54,30,45,51,64,46,95,79,58.34400000000001,164
8c7235f9-e0d1-46b3-b6e1-b6325ad35c51,430,Ryan Rogers,24,CIVIL,"Unit 5742 Box 0728
DPO AA 24577",+1-394-391-1629x540,Karl Harris,Joseph Romero,74381.76,9.58,5.96,5.46,4.75,9.85,77,80,37,38,On Time,On Time,On Time,Late,91.83,66,63,79,76,40,96,92,87,72,42,36,45,33,44,49,77,83,70,47,58,30,74,58,100,68,48,98,82,75,37,61,90,49,39,33,45,58.336,165
a4f63acc-b5b2-441d-8489-b4de64c1a79c,453,Teresa Owens,18,ECE,"8026 Derek Harbor Suite 539
Pearsonville, CT 57162",8087118637,Brianna Black,Andrew Brown,55391.88,8.09,6.43,7.57,9.3,5.44,89,47,76,64,Late,On Time,On Time,Late,91.17,71,89,35,71,43,66,70,77,33,60,47,41,76,51,37,31,86,50,87,43,57,65,37,91,30,88,36,91,62,78,57,83,61,77,81,63,58.322,166
70ccc86b-ae6a-45b8-93ce-d5124d9c4fcf,94,Amy Liu,24,ECE,"3291 Stacy Pine
Lake Brianfurt, FL 39612",+1-484-904-6928x5030,Patrick Hoffman,Sierra Ramirez,58299.9,6.67,6.01,5.41,5.94,9.34,32,91,82,32,On Time,Late,Late,Late,61.99,38,70,91,48,33,92,48,88,54,35,35,77,94,50,87,45,81,68,32,41,68,47,93,55,45,83,87,68,62,48,60,45,53,86,83,88,58.266,167
0cecfede-c542-4909-ae93-79d1764b7d87,80,Terri Martin,21,CSE,"1557 Williams Junction
North Jose, CO 65061",(486)554-7079x7177,Dr. Richard Rivers,Patrick Cooper,99990.16,5.13,5.18,7.3,5.48,6.55,39,71,69,31,Late,Late,Late,On Time,96.75,98,93,43,32,79,64,100,94,34,77,37,50,47,60,69,39,79,58,66,86,52,80,97,40,86,60,49,38,87,68,32,35,59,67,42,98,58.260000000000005,168
a798c4f3-b9bb-4680-819f-63666cba07db,118,Lisa Moran,18,ECE,"66474 David Via Apt. 243
Wrightstad, DE 58152",462.413.2328x366,Theresa Mcdonald,Patricia Yang,60906.88,8.87,7.19,9.28,9.11,9.85,50,62,74,43,On Time,On Time,On Time,On Time,50.05,82,34,37,75,75,70,34,39,72,33,35,81,42,79,47,58,54,31,77,98,38,41,94,72,56,45,75,32,77,95,40,70,59,84,42,78,58.17999999999999,169
eb2e61b5-649c-4261-a971-fab3c0846d06,53,Jesus Bennett,24,MECH,"09534 Susan Crossing
Lake Chase, OK 52973",6036886773,Joseph Coffey,Vanessa Brown,57370.4,6.13,9.88,7.44,5.5,5.33,61,71,96,89,Late,Late,On Time,Late,84.54,37,30,70,59,61,63,36,56,42,65,72,62,59,76,85,46,100,61,100,82,99,53,79,82,89,51,55,43,32,30,77,58,93,47,43,57,58.174,170
54bd489f-b3a0-4cf7-8e59-e2560990f8b2,180,Stephanie Espinoza,20,CIVIL,"9415 Matthew Track
East John, NV 18592",001-886-906-1647x9638,James Hall,Colleen Harris,69845.75,5.89,6.56,4.85,9.68,8.97,72,87,70,72,On Time,Late,On Time,Late,54.41,85,75,31,51,96,88,85,57,31,51,93,99,46,76,87,70,62,100,75,30,31,56,59,59,92,32,88,87,52,52,62,98,37,97,64,69,58.076,171
123de3fa-fae3-45f7-b6e8-2b7735c2f1cd,47,April Lopez,23,CSE,"4118 Todd Prairie
Port Brianmouth, NV 01857",+1-681-482-7577x210,John Alexander,Colleen Whitehead,52095.31,5.68,4.66,8.59,4.61,6.05,48,35,93,74,Late,On Time,On Time,Late,86.25,59,85,98,52,61,79,32,45,45,73,84,71,40,97,64,77,43,60,54,75,78,58,37,34,40,37,57,58,80,39,56,82,39,43,46,93,58.06,172
619a9b91-6e12-4144-8f4d-05456b9844f7,429,Mr. Joseph Mitchell DDS,22,ECE,"426 Meyers Parks Apt. 634
East Daniel, NV 06967",666.839.1382x0572,Hector Hampton,William Martin,78858.82,8.21,9.75,6.02,4.82,6.67,52,60,82,57,On Time,Late,Late,On Time,91.46,41,35,88,98,90,49,48,97,92,61,99,49,97,93,34,68,97,96,88,86,57,90,90,50,38,30,63,39,77,73,44,91,54,83,82,93,58.025999999999996,173
c9727ed2-59ba-48c5-aa12-de8e016c6ce0,249,Scott Smith,23,CSE,"39650 Brittany Ferry Apt. 011
Lake Sean, PR 80543",498.782.1331x18103,Rebecca Martin,Jacob Pacheco,60258.83,7.13,6.45,5.15,5.22,5.06,63,46,94,53,On Time,On Time,On Time,On Time,90.99,70,96,80,90,74,68,84,46,97,50,46,30,62,97,78,44,64,97,73,73,95,81,66,87,49,45,73,85,60,51,45,87,100,90,52,77,58.010000000000005,174
d8e3cb6f-787c-4817-b1bb-9bc0c9ab5c6a,423,Kathryn Johnson,21,CIVIL,"6473 Clifford Trafficway
New Stevenmouth, PR 73798",545.374.1233,Matthew Saunders,Ashley Anthony,62383.81,9.07,7.11,7.4,4.29,9.77,85,78,35,85,Late,On Time,On Time,On Time,52.06,72,80,64,94,40,80,82,94,34,93,93,82,67,70,69,32,80,61,86,98,84,92,95,59,99,57,44,34,81,36,90,70,62,76,52,87,57.965999999999994,175
71d39fb3-4082-4918-9988-3a785ebfb11e,346,Kelly Steele,24,CSE,"Unit 4114 Box 7115
DPO AE 59722",001-209-609-3712x39408,Melissa Garcia,Morgan Mitchell,55136.82,7.47,7.19,8.63,4.29,9.01,75,47,57,94,Late,Late,Late,On Time,81.71,68,86,90,49,42,65,41,44,34,90,45,47,88,36,31,51,70,36,56,38,56,48,62,85,95,83,44,75,89,83,82,78,44,57,64,67,57.944,176
