ID,RollNumber,Name,Age,Course,Address,PhoneNumber,FatherName,MotherName,Income,sem 1,sem 2,sem 3,sem 4,Semester Predicted GPA,Project1,Project2,Project3,Project4,Project1_Status,Project2_Status,Project3_Status,Project4_Status,Project Predicted GPA,Aptitude1,Aptitude2,Aptitude3,Aptitude4,Aptitude5,Aptitude6,Aptitude7,Aptitude8,Aptitude9,Aptitude10,Aptitude11,Aptitude12,Communication1,Communication2,Communication3,Communication4,Communication5,Communication6,Communication7,Communication8,Communication9,Communication10,Communication11,Communication12,LogicalTest1,LogicalTest2,LogicalTest3,LogicalTest4,LogicalTest5,LogicalTest6,LogicalTest7,LogicalTest8,LogicalTest9,LogicalTest10,LogicalTest11,LogicalTest12
47ae04cb-e89a-4210-a87d-162a7187c244,4107,Lauren Richardson,25,AIDS,"702 Alexandria Gardens Suite 243
Townsendhaven, MS 01199",(372)873-0682x55941,Willie Hawkins,Desiree Lozano,570286,9.9,5.26,6.47,8.32,7.80125,30,30,50,70,On Time,On Time,Late,On Time,56.01875,84,82,100,79,84,75,87,77,80,95,6,91,7,71,72,100,96,75,43,93,41,71,91,91,95,73,86,71,85,93,97,81,83,96,85,89
414bc34c-2c9d-4ee4-b30d-6fd422b9bc1c,4108,Joseph Macdonald,25,CSBS,"77225 Jason Stravenue Apt. 004
Port Kristen, IA 45073",861.320.2644x63495,Mark Hayes,Sarah Pierce,849317,2.3,4.45,6.42,6.73,6.809375,60,70,70,60,Late,Late,Late,On Time,72.6125,73,92,1,93,85,94,5,34,25,32,99,15,20,95,92,78,71,82,78,84,72,70,85,72,79,81,83,80,70,3,86,92,75,73,72,93
10c2c17a-7f38-4c4b-989a-300e770214db,4109,Eric Jackson,24,CSBS,"1751 Matthew Motorway
South Tara, MA 02104",(462)831-2005x9971,Brian Thomas,Christina Martinez,137569,5.14,5.2,9.65,2.22,6.46125,70,80,40,40,Late,Late,Late,On Time,67.33125,34,8,74,0,95,83,95,83,100,73,79,95,85,79,84,85,95,73,100,88,92,83,48,70,26,82,77,98,81,82,99,85,86,89,94,45
3827f6fe-2c48-4d7f-b037-42130fa9bbe3,4110,Willie Carey,23,CSBS,"4692 Amanda Radial
Torresview, FL 67384",234.502.3563x233,John Hawkins,Debra Hernandez,363607,5.34,7.18,2.39,8.75,6.935625,30,80,50,80,On Time,On Time,On Time,On Time,63.475,98,28,100,31,19,93,82,73,99,76,80,99,29,87,92,87,12,85,93,87,71,73,93,86,89,98,93,93,90,79,76,98,97,73,82,45
0b122170-d64f-4e6c-8d7d-ecd5252c1dda,4111,Darius Nelson,23,AIDS,"193 Christina Extensions Apt. 194
North Crystalton, NC 39369",+1-631-333-9142x39577,Brian Fleming,Karen Lewis,381660,2.3,8.43,7.22,2.91,6.9075,80,50,70,50,Late,On Time,Late,Late,73.05,71,72,84,75,72,83,21,27,84,99,81,75,3,81,91,35,1,30,93,78,96,81,31,93,90,82,10,39,91,72,78,74,20,88,88,81
f4017c59-184d-4cb0-9863-1aa2f6dd44ed,4112,Brandi Alvarez,25,CIVIL,"7136 Austin Forge Apt. 535
East Lisashire, ME 35204",987.734.8438,Patrick Williams,Deanna Cooke,928975,9.61,8.97,8.39,6.72,8.110625,70,70,70,70,On Time,On Time,On Time,Late,71.375,94,73,70,26,75,85,19,94,71,93,37,87,74,82,98,73,95,100,70,73,47,22,48,93,83,89,76,15,89,79,81,83,89,88,97,15
925e9db3-d5ee-4a1f-ad77-b31711baffba,4113,Renee Baker,18,AIDS,"11188 Melissa Courts
East Michael, MA 56076",+1-769-549-0619x4857,Shawn Martinez,Amy Bowman,182873,5.64,1.82,8.74,5.07,7.060625,60,30,50,70,Late,Late,Late,On Time,68.98125,96,86,76,96,73,99,27,85,70,84,91,71,92,94,94,72,71,75,29,93,99,77,76,71,43,81,96,91,75,89,99,70,93,74,85,94
df308b86-f581-4559-9c34-3bfa916411f6,4114,Jennifer Hernandez,19,CSBS,"USNS Blake
FPO AA 25928",(331)540-3871,Jeremiah Elliott,Michele Contreras,909004,4.79,4.55,0.3,0.47,5.045625,60,80,30,50,On Time,On Time,Late,On Time,67.40625,94,72,73,71,42,73,90,92,19,94,93,83,14,82,92,73,88,91,97,88,75,98,40,93,97,25,80,93,80,5,28,15,87,5,93,90
30a6d9fb-22cd-4fbd-a331-3c0de636f7c3,4115,Juan Cox,20,EEE,"50216 Acosta Field Apt. 290
West Michaelchester, MI 19766",6753837898,Robert Campbell,Jennifer Kelley,214613,1.02,2.84,0.37,7.15,4.845625,50,40,40,60,On Time,Late,On Time,Late,67.99375,43,70,46,98,93,74,73,70,81,90,83,98,83,91,83,81,96,94,44,80,80,83,84,95,18,91,45,85,84,73,75,89,76,83,82,80
6142aacb-9c26-4670-94de-625f57390f0b,4116,Leonard Hamilton,22,MECH,"63663 Wayne Overpass Apt. 367
Reginamouth, NH 33290",001-720-796-5282x475,Charles Rocha,Brooke Wilkinson,837850,3.7,4.88,2.56,7.84,6.724375,50,30,50,60,On Time,Late,Late,On Time,67.99375,47,89,78,31,32,18,13,94,81,26,72,86,94,97,73,75,79,93,47,72,45,42,87,81,92,49,88,79,93,100,100,24,82,78,88,91
bbb0ba8e-b6cd-4edd-b943-45e74ed03afa,4117,Jesse Cortez,20,ECE,"466 James Ramp Apt. 887
Lake Josephland, OR 19166",001-529-932-8338x181,David Henderson,Joanna Nichols,200196,7.4,4.42,6.65,4.74,7.091875,40,70,60,50,Late,Late,On Time,On Time,67.40625,80,91,96,86,10,86,93,95,23,14,85,75,77,38,72,98,75,88,73,74,98,91,15,87,86,87,5,74,46,97,81,78,79,90,73,9
c040ed87-83e4-42fe-83e1-be362b56d227,4118,Samantha Garcia,22,CIVIL,"01891 Amber Streets
Janicehaven, WA 11402",001-599-395-6064x58595,Michael Chen,Kirsten Fisher,844966,3.14,0.99,2.51,1.26,5.15875,50,40,40,60,Late,Late,On Time,Late,67.99375,79,90,73,89,84,73,86,49,92,1,71,71,97,28,78,80,78,93,70,77,93,79,95,92,32,100,81,76,49,41,99,89,71,84,81,90
f8412658-e05d-4b1b-84d9-a349bff34023,4119,Laura Copeland,20,EEE,"42456 Morgan Land
South Faith, NC 08615",236-799-6274x94144,Gregory Payne,Cindy Church,723365,9.46,4.68,7.83,6.15,7.130625,30,30,60,60,Late,Late,On Time,Late,56.01875,81,80,14,87,82,84,74,99,20,94,94,85,85,24,72,73,90,6,77,94,72,80,99,75,21,79,75,72,89,77,75,91,74,10,90,80
37dd6c3c-e44c-40f6-bc49-4163d0139f0b,4120,Jo Cruz,19,EEE,"50568 Tiffany Way Apt. 601
Port Kimberly, NC 66689",001-318-502-7512x6976,Caleb Green,Lisa Thornton,852307,2.85,7.1,2.42,9.58,6.44625,70,80,80,40,On Time,Late,On Time,On Time,75.48125,89,74,95,88,73,80,77,12,82,0,85,77,85,24,31,82,22,30,95,91,77,72,15,83,81,72,31,81,94,71,82,72,81,86,29,86
354c56b4-97e2-4697-ae9a-7c72e8c9e764,4121,Lucas Saunders,22,CSBS,"645 Brandon Plains Suite 689
Ramirezton, AK 40519",001-555-728-6362x0361,David Lucas,Tanya Vargas,439769,0.28,9.34,0.85,9.12,6.885625,80,80,30,40,Late,Late,Late,On Time,67.33125,46,76,76,99,16,82,71,83,84,16,74,89,94,73,97,89,81,19,95,37,89,78,79,85,71,29,91,39,95,70,30,47,83,78,13,13
764213e3-e938-436e-9bd7-62a56622bc84,4122,April Morris,23,EEE,"52980 Mcdonald Orchard Suite 010
Reneeview, GU 51883",(613)345-8925x5359,Maxwell Chandler,Carol Lynch,689639,6.75,2.86,8.02,9.62,7.806875,50,40,80,70,Late,Late,On Time,Late,63.475,71,74,71,41,77,75,78,74,80,28,81,42,92,77,88,81,79,3,11,73,72,93,24,74,80,91,8,33,43,73,27,96,93,94,32,22
53cc6ea2-6947-41f2-ab36-abfac6c14040,4123,Kenneth Brock,20,MECH,"667 Phillip Mountain Apt. 779
New Henryburgh, DC 58856",(566)409-6241,Edward Jackson,Christina Lewis,660448,1.8,5.7,0.31,4.03,4.941875,30,50,80,60,Late,On Time,On Time,Late,67.40625,95,73,87,81,4,84,79,79,99,92,87,85,77,7,76,84,77,29,84,93,79,89,86,82,37,100,28,77,92,75,76,80,94,91,97,83
8ad57325-827d-4ba0-92a7-6613bda967df,4124,Scott Bruce,24,CSE,"5245 Abigail Shore
Ramirezside, AK 67114",001-976-940-1962x9958,John Montoya,Christine Goodman,800968,2.65,3.26,3.16,3.95,5.41,80,70,40,40,On Time,On Time,On Time,Late,67.33125,77,99,86,73,83,74,79,49,20,90,79,76,91,90,95,97,92,3,88,75,96,94,99,86,23,93,86,18,79,85,84,91,85,45,99,99
c4544063-24ed-42b8-9d12-5799fc785e7c,4125,Jeff Everett,22,CSBS,"197 Ariel Locks Apt. 485
Coleberg, KS 08897",001-821-714-6560x67984,Richard Davis,Tammy Peters,851633,4.98,2.7,4.84,6.74,6.58375,50,60,40,80,Late,Late,On Time,On Time,67.33125,86,30,86,90,79,4,34,88,97,78,81,99,87,82,82,76,34,88,92,77,97,76,43,99,99,85,13,100,92,75,97,78,75,80,97,44
30503b47-f4c2-416a-b09b-e7357c2c349a,4126,Diana Munoz,18,MECH,"PSC 6951, Box 7212
APO AP 06257",892-450-2621x73275,Shane Hughes,Tamara Acosta,159488,9.86,6.9,1.8,8.61,6.75125,40,80,30,60,On Time,Late,Late,On Time,68.98125,92,87,77,71,14,77,87,76,78,79,43,47,75,85,93,91,88,75,85,91,71,39,83,41,3,97,38,42,49,93,36,31,81,87,83,28
bedda08a-10a0-437e-b2d4-18009b4ee6ee,4127,Leroy Wells,20,ECE,"70943 Miller Square
Cainmouth, OR 18551",(493)476-4931,William Hendricks,Tammie Obrien,623626,3.92,6.72,1.37,6.97,6.724375,70,30,70,30,On Time,Late,On Time,Late,61.00625,31,87,77,86,83,41,95,78,97,41,97,86,90,77,3,35,79,78,77,88,71,75,50,82,75,91,93,85,93,43,71,5,17,89,84,75
314f6a6c-3ab8-4f57-9f6c-175ffd7786aa,4128,Kristin Jones,25,CSBS,"356 Harry Viaduct Apt. 628
Josephfurt, DE 54855",7917042598,Billy Oliver,Shannon Miranda,449003,7.32,2.87,3.35,5.71,6.58375,60,70,50,70,Late,On Time,Late,Late,73.05,90,78,99,76,81,97,33,77,98,96,96,86,77,39,83,95,88,91,42,92,77,98,83,95,89,87,91,9,71,79,29,98,96,48,82,84
43e81cac-fada-4f95-a14c-2393e32095b5,4129,Gregory Williams,25,AIDS,"1675 Perry Overpass Apt. 226
Port Meredithfort, NY 65989",905-974-6548,Paul Ruiz,Tracy Lara,725261,2.12,0.31,1.25,3.69,4.905625,60,40,60,80,Late,Late,On Time,On Time,63.475,78,97,73,92,94,98,80,85,97,10,88,72,24,71,93,91,77,97,99,88,38,97,96,90,26,72,91,11,90,77,90,97,87,46,26,96
feb63214-4b20-40d0-b178-bd4dcb92129e,4130,Edwin Clark,20,MECH,"6281 Sean Highway
Mooreshire, ME 60060",001-950-881-7163x978,Mr. Greg Reynolds,Erin Drake,477496,1.87,5.38,5.23,6.41,6.55,30,50,40,80,Late,Late,Late,Late,61.00625,79,13,79,84,76,73,89,24,87,90,88,94,80,92,91,73,25,85,90,91,46,83,85,96,85,83,72,78,98,18,26,19,78,83,86,74
e8aee9a8-380c-47b5-9df0-61de8d7d2b3a,4131,Alexandra Montes,18,AIDS,"68451 Wanda Bridge
Lake Rickyfort, ND 95290",+1-345-262-3576x9395,Brandon Mccormick,Denise Williams,678588,4.34,2.58,7.6,4.41,6.55,40,50,40,70,Late,On Time,Late,Late,61.00625,3,82,76,90,96,86,78,83,75,37,73,84,48,83,75,78,92,90,92,79,95,77,93,71,79,76,10,71,80,1,91,79,77,34,85,92
d77c53de-45e3-4b23-8503-58611db42b80,4132,David Turner,23,ECE,"31158 Ashley Rest
Batesborough, ME 29343",659.364.0399x6145,Anthony Le,Victoria Mahoney,951723,5.57,6.39,5.52,5.76,6.475,60,40,30,50,On Time,Late,Late,Late,56.01875,81,70,95,25,70,90,43,47,94,71,90,77,73,93,71,49,78,86,28,9,93,81,1,45,99,70,73,77,74,71,73,74,74,80,93,75
0b60d30a-db9c-4154-b421-99cb9c58938c,4133,Gary Gibbs,18,MECH,"168 Fuller Greens
Lake Lauren, AL 70211",+1-712-996-7099x515,Shane Thompson,April Garcia,359952,7.48,8.65,2.91,2.82,6.585625,40,40,40,70,On Time,Late,On Time,On Time,67.99375,31,91,95,90,74,76,82,79,97,75,90,76,13,11,72,74,90,87,96,79,99,76,80,93,46,16,100,83,32,97,91,26,93,79,70,82
c47ed58d-99b5-44a4-a6c2-c298e5f2d6c5,4134,Virginia Case,25,AIDS,"4940 David Well
Brandonhaven, ID 43133",001-488-867-8280x2184,Christopher Franklin,Elizabeth Taylor,740586,5.98,8.34,1.48,7.04,7.0325,40,60,60,70,On Time,On Time,On Time,On Time,67.33125,1,16,97,81,1,98,93,82,78,9,94,80,74,78,91,94,88,48,75,23,12,75,76,99,1,93,95,49,98,91,78,89,91,74,100,93
2a9c0557-9808-4636-aa40-8bdaf64931bd,4135,Mary Byrd,22,CSE,"978 Ray Union
North Calebville, PR 52161",538.677.4789x21099,James Adams,Leah Berry,433291,1.57,9.94,3.64,8.09,6.475,70,60,40,80,Late,Late,Late,On Time,73.05,81,72,85,21,2,92,94,93,85,87,81,74,79,95,94,88,75,80,92,80,86,73,85,30,82,100,72,75,3,35,97,73,15,75,79,81
2a86ec36-6b9c-4ca3-abb2-bd2142574da0,4136,Robin Morse,23,CIVIL,"77107 Thompson Fords Suite 629
West Sarah, IL 31649",(857)207-0519x21779,Joseph Davis,Sandra Wright,654815,8.32,2.63,2.37,2.57,5.629375,70,30,40,50,On Time,On Time,On Time,On Time,67.99375,91,46,74,85,71,28,80,88,9,83,82,90,46,97,76,96,42,96,76,77,95,83,84,73,27,90,93,3,86,71,88,25,95,15,34,100
760a4fde-844d-4b4e-8fdc-5e971cb5b930,4137,Edward Reed,25,CIVIL,"8192 Lauren Burgs Suite 310
Smithchester, KS 83555",+1-242-577-3580x79751,Daniel Harris,Jennifer Franklin,260512,5.42,4.82,2.96,3.67,5.48625,40,60,40,80,On Time,Late,On Time,On Time,67.40625,85,8,89,49,75,75,100,83,78,87,74,45,94,98,100,85,25,95,80,77,78,21,95,3,16,90,92,76,75,96,93,27,92,78,93,70
f190ea8a-dc01-47bf-a1e1-dea4e167f84f,4138,Jaclyn Chang,19,AIDS,"Unit 3757 Box 5650
DPO AE 60584",001-322-670-2549,Darius Vasquez,Kimberly Rogers,952702,0.81,7.86,5.24,4.46,6.355,70,30,80,30,On Time,On Time,On Time,Late,68.98125,91,96,100,40,27,91,83,87,76,98,99,92,24,99,80,12,83,100,94,71,88,75,94,71,85,87,25,76,94,81,23,72,78,44,77,80
a9e45dd1-6e36-4c8f-900f-e28ab0747c86,4139,Megan Giles,24,CSBS,"USNV Torres
FPO AA 43560",661-914-9257x0085,Thomas Kramer,Andrea Holland,289566,4.73,5.24,6.87,4.93,6.883125,50,60,70,40,On Time,Late,Late,On Time,67.40625,100,90,77,95,91,83,90,3,100,78,76,97,77,75,47,2,33,83,88,83,38,41,94,45,72,87,85,76,84,84,88,84,25,71,71,95
27aee582-edf1-48f9-919f-6b6d7cb25bff,4140,Austin Rosario,19,MECH,"5436 Tina Ridges
Jacksonshire, OH 77895",+1-581-679-8181x71361,Taylor Clarke,Cheryl Graham,411713,0.93,3.97,2.11,9.43,6.2725,30,40,30,50,Late,Late,On Time,Late,59.075,87,76,78,91,72,72,99,74,94,92,35,25,34,80,94,77,77,70,79,10,84,83,73,18,87,71,81,82,97,91,40,74,72,18,23,81
dcfc79f8-32e3-4ee9-a28a-afaa011fd77d,4141,Carlos Downs,25,CSBS,"Unit 0787 Box 3781
DPO AP 62711",001-237-327-0879,David Torres,Renee Flowers,235292,9.47,0.74,3.1,3.9,6.320625,60,70,60,40,On Time,On Time,On Time,Late,67.33125,90,77,94,94,98,95,91,88,98,74,81,17,99,19,78,97,95,96,83,85,72,28,83,74,72,7,9,72,19,78,90,87,94,87,82,87
d4d9ba89-0d67-47f8-9b86-1804e15e20f0,4142,John Torres,25,CSBS,"USNS Lopez
FPO AP 47528",(719)896-4558x20945,Thomas Robinson,Jessica Dean,106109,6.32,5.6,9.69,1.47,6.92625,30,50,60,60,On Time,Late,On Time,On Time,61.00625,80,36,87,84,87,93,92,78,100,99,92,37,99,89,27,100,72,70,71,78,100,89,95,42,79,84,98,39,28,98,90,75,93,81,91,79
9ddc3804-2a4d-4532-a40e-10d10695a8c5,4143,Jennifer Griffin,18,CSE,"567 Wiggins Alley Suite 042
New Paul, TN 47335",309.665.6650x45114,Jonathan Fisher,Dr. Rebecca Rogers,137944,8.64,0.83,1.98,7.91,6.595625,80,50,60,70,On Time,Late,Late,Late,72.6125,91,92,97,98,89,44,73,93,95,87,83,17,77,82,100,77,86,96,72,72,76,74,99,75,90,33,94,75,73,78,91,96,86,81,79,90
ecfa30e5-87a6-4678-8166-3703917137c5,4144,Sandra Graves,21,ECE,"USS Schneider
FPO AA 61153",(760)249-0961x6692,Gary Lewis,Kathryn Carlson,294630,0.01,5.02,5.14,6.35,6.11375,70,60,50,80,On Time,On Time,Late,On Time,72.6125,86,84,77,74,16,96,91,81,84,11,39,73,82,81,10,74,91,74,1,78,78,92,82,14,14,82,27,71,74,86,75,73,78,96,49,32
bb9c292e-0f4c-4915-9186-d996a4ece848,4145,Jennifer Brown,18,EEE,"46029 Monica Alley
West Jorgeburgh, MN 35185",589.723.0205x1687,Christopher Sanders,Stephanie Mills,139901,5.26,0.3,0.5,3.57,5.045625,80,70,50,60,On Time,Late,On Time,On Time,72.6125,84,81,98,75,84,77,85,74,72,31,85,78,71,81,72,98,95,97,92,93,83,71,8,84,70,93,20,87,97,80,75,87,77,79,84,92
3a619553-4b77-4c58-9ef2-a0fe1d0fa336,4146,Roberto Hill,25,AIDS,"Unit 5801 Box 5462
DPO AE 76122",001-824-335-2521,Ian Thomas,Kara Novak,635603,3.14,9.69,6.24,6.74,6.99625,40,50,30,30,On Time,On Time,On Time,Late,59.075,0,16,91,97,24,70,84,91,12,99,71,80,71,91,83,91,100,92,6,78,94,76,15,72,82,92,74,97,79,75,76,3,48,87,20,90
8eee5214-ea92-4233-90f5-80ff28033634,4147,Paul Gonzalez,24,CSBS,"2601 Sarah Point
West Andre, AK 72219",609-577-1578x537,Parker Wolf,Kathleen Miller,858786,7.07,0.05,9.07,0.33,6.11375,70,70,30,60,On Time,Late,On Time,Late,67.33125,78,73,100,78,83,92,78,86,74,83,94,70,77,83,30,84,3,94,46,87,79,70,48,78,84,95,77,83,92,86,90,97,86,83,70,72
39c7ae8e-7a13-4eab-b0e8-4af383545a7d,4148,Laura Burns,19,MECH,"3592 Erica View
Meganside, IN 80512",312.762.2179x674,Alex Smith,Taylor Ross,936559,8.27,3.5,7.95,6.98,6.716875,80,60,40,50,Late,On Time,On Time,Late,67.33125,33,85,78,91,85,35,88,31,95,75,88,42,95,86,86,41,78,27,1,96,82,83,92,92,80,82,72,80,71,74,78,3,90,85,80,91
d66cf7bf-bf77-46c4-8c1e-f20e6f6df807,4149,Bianca Torres,20,CSE,"700 Robert Ports
East Maryfort, OH 76478",829.677.7054,Evan George,Shannon Johnson,806282,1.78,6.54,1.55,6.44,6.045625,50,70,40,70,On Time,On Time,Late,Late,67.33125,24,5,70,75,91,82,84,9,99,92,91,75,78,89,97,15,77,89,82,82,87,96,39,95,47,43,96,97,84,92,90,88,3,80,33,93
51fbdd11-1ac9-45b4-ad1a-8291b73d0723,4150,Thomas Watkins,20,CIVIL,"8758 Luis Fall Suite 405
Anthonytown, MS 05953",001-712-856-9946x13978,Jimmy Reed,Rachel Case,327459,7.6,8.81,4.51,8.53,7.77375,70,60,50,40,Late,On Time,Late,On Time,67.40625,71,32,77,76,45,75,89,91,99,90,96,98,98,3,71,11,85,86,98,82,87,88,4,70,1,100,98,85,75,90,85,91,99,72,78,83
0285a080-ea06-4b37-814b-48b27bd2ef09,4151,Matthew Campbell,21,MECH,"0610 Smith Square Apt. 497
Angelaview, KS 15237",502.943.0715,Seth Terrell,Kimberly Jones,272333,0.65,9.94,7.17,5.01,6.55125,50,40,80,40,On Time,Late,Late,Late,68.98125,72,87,1,96,93,15,89,84,78,70,5,84,75,75,97,96,76,76,29,97,99,47,82,97,71,77,93,22,91,86,74,83,30,74,6,30
42a40295-d5da-4e88-99ce-8dff9c7d61bc,4152,Phillip Murphy,21,AIDS,"0953 Garrett Shores Suite 928
Jackview, MI 71436",001-912-229-9391x7688,Richard Moore,Tonya Tyler,937551,8.03,8.17,7.32,6.31,7.721875,70,40,70,60,On Time,On Time,Late,On Time,63.475,77,97,77,93,93,72,84,95,76,100,76,83,49,91,80,74,94,93,87,30,70,85,72,89,89,76,88,99,79,42,78,27,72,77,80,1
926d3396-d1e2-4608-b221-52ee8e7935b1,4153,Robert Tucker,25,ECE,"USNS Davis
FPO AA 44157",804.328.3630x5997,Jeremy Russell,Jessica Martinez,602149,8.24,5.26,1.22,2.05,5.2025,50,80,50,50,On Time,Late,Late,Late,67.33125,41,71,88,20,74,15,74,91,33,39,91,77,89,91,86,97,87,99,99,96,89,79,91,92,86,70,84,20,98,70,90,83,84,93,77,78
2685c47d-c5b4-43d8-8e75-3801856fc3cf,4154,Kyle Chavez,19,CIVIL,"100 Miller Ports
New Jennifer, UT 24892",255-803-6981,Theodore Gardner,Crystal Martinez,264106,1.1,9.79,9.17,0.07,6.196875,30,40,40,37,On Time,On Time,On Time,On Time,59.53125,32,91,94,73,85,90,45,29,11,96,1,79,9,45,75,18,94,82,81,80,95,100,75,74,81,79,96,86,78,88,27,85,72,96,77,96
b6b15826-837a-4165-b1bf-5475f2559497,4155,Donald Duffy,22,MECH,"751 Bryan Flats
New Corey, PR 21721",001-272-375-0865x92487,Robert Long,Rebekah Salas,150620,8.6,4.69,3.19,7.01,6.643125,50,50,60,50,On Time,Late,On Time,Late,68.98125,79,91,75,72,100,81,98,6,84,2,73,82,77,78,94,3,85,74,77,95,71,79,4,94,2,79,75,91,15,81,82,97,92,2,97,85
92a16014-3d96-4701-99b9-f8121d71675f,4156,Daniel Vaughan,23,CSBS,"068 Lopez Inlet
Port Andreastad, OH 79200",-7026,Nathaniel Gomez,Ann Williams,615553,1.61,7.83,0.71,4.15,5.510625,30,40,60,70,Late,On Time,On Time,On Time,61.00625,14,81,6,85,71,74,95,99,40,89,99,79,82,28,97,81,73,93,98,93,74,78,49,97,83,98,73,83,77,72,95,20,88,47,96,94
7ff8baf1-0976-411c-b050-6d950fe8d958,4157,Andrew Mccullough,24,ECE,"38546 Sarah Road
Port Sarafort, SC 45156",782.926.3929x616,Dr. Brian Bradley,Dr. Tina Mann,575063,0.32,1.41,4.5,1.68,5.15875,80,80,80,30,On Time,On Time,Late,Late,75.48125,27,94,97,83,94,96,71,31,89,87,34,3,92,72,82,75,44,90,75,84,7,87,74,91,81,94,1,74,41,90,95,42,19,75,34,47
f10a3979-290f-47f2-ab70-3c2a1abed652,4158,Joshua Calderon,21,CSE,"59244 Clark Loop
East Theresa, OR 26517",(691)496-8224x74430,Dale Oconnor,Barbara Murphy,513954,0.91,6.95,3.39,6.6,6.455,60,70,70,60,On Time,On Time,On Time,On Time,72.6125,42,79,89,87,97,71,87,94,96,86,97,82,90,49,83,82,46,77,98,38,79,87,21,83,32,90,96,80,99,79,92,93,8,83,75,99
4ce38d1b-c031-4bf1-896c-f378a3c05654,4159,Sean Coleman,24,MECH,"025 Lopez Canyon
Robinmouth, AR 19162",(241)641-4907x4869,David Cooper,Nichole Poole,306407,3.25,4.9,9.09,3.63,7.003125,30,30,40,60,Late,Late,Late,On Time,56.29375,43,3,96,85,94,82,86,92,15,86,93,85,94,11,94,79,89,85,99,98,86,99,75,88,97,85,19,77,95,77,100,45,73,87,84,97
9481ae90-8d88-49bf-b377-d96b782b241e,4160,John Delgado,24,MECH,"47538 Christopher Common Suite 150
East Kimberly, TN 26199",542.487.3465x7406,Michael Gonzalez,Diane Taylor,486179,7.6,3.81,6.52,6.17,6.240625,60,70,80,80,Late,On Time,Late,Late,80.6375,24,89,82,97,99,90,32,97,42,0,96,27,75,81,71,97,85,90,97,14,73,16,88,31,73,86,79,83,80,30,74,81,84,72,91,87
b5d37885-ca50-4ecb-a491-60f793c4034d,4161,Thomas Hernandez DDS,24,EEE,"7392 Tonya Rue Suite 980
Michaelchester, AL 04247",(278)983-6072,Robert Nelson,Kerry Powers,538764,2.33,0.1,8.21,4.44,5.9075,70,40,70,50,On Time,Late,On Time,On Time,67.33125,77,98,97,87,85,89,90,75,98,46,97,82,9,75,95,8,96,86,98,99,71,80,75,85,18,97,39,98,80,89,70,73,35,76,82,76
1b71bbfa-5657-40ad-89d0-337f7459ce18,4162,Karen Cowan,23,CIVIL,"232 Smith Ford
Edwardston, VT 56756",001-620-503-9329x95248,Derek Phillips,Stephanie Robertson,726556,9.52,3.85,4.18,5.6,6.5775,70,30,60,50,On Time,On Time,On Time,On Time,68.98125,92,77,87,92,80,87,15,88,12,96,88,76,72,77,73,99,95,92,91,96,45,71,93,75,97,87,11,15,7,88,31,94,86,82,73,91
c84c539d-a27c-423f-a5e5-c0c50ff8f866,4163,Haley Gardner,25,MECH,"983 Lindsey Shoals Apt. 958
New Teresatown, HI 18707",001-936-716-8116x747,Charles Richards,Susan Wells MD,843792,2.25,2.02,4.22,2.54,5.045625,60,30,70,40,On Time,Late,On Time,On Time,61.00625,98,47,40,77,81,89,85,35,100,86,26,73,77,79,86,18,74,86,99,49,91,85,88,89,95,87,95,1,41,100,91,95,35,83,89,89
b48bb320-b140-4d07-8eee-b73290b0732b,4164,James Anderson,21,AIDS,"PSC 3932, Box 9586
APO AE 92334",757-840-9807,Wesley Davis,Mercedes Gilbert,352284,5.4,4.85,7.25,2.32,6.03625,80,70,40,50,Late,On Time,Late,On Time,63.475,89,83,82,80,77,72,91,94,71,88,87,80,75,74,21,94,78,98,15,20,92,76,47,50,87,73,82,76,44,74,80,73,75,72,73,95
1843ba86-ab96-42ed-8d92-4e0ccc1d886c,4165,Richard Terrell,20,CSBS,"68429 James Spurs Suite 016
Port Dylan, PW 81193",001-265-867-3615x336,Anthony Frank,Mary Walker,974421,6.76,3.66,5.34,9.76,7.214375,60,80,70,60,Late,On Time,On Time,On Time,75.48125,21,48,91,33,15,77,94,79,10,92,86,71,18,87,35,71,70,89,73,90,87,87,87,93,26,92,85,70,21,92,72,77,76,82,76,94
66adbed0-4395-4773-b19d-7ed49ab06e92,4166,Ronald Walker,23,EEE,"USS Harris
FPO AE 28344",001-843-310-2156x9105,Charles Weaver,Erin Vazquez,564741,3.13,7.74,9.15,3.53,7.5875,60,70,43,70,Late,On Time,On Time,Late,63.9625,91,79,91,75,72,80,22,74,97,13,78,72,89,31,86,34,98,92,79,85,87,25,46,96,98,73,35,41,78,90,86,100,24,45,88,100
f6a21dd0-2aa7-4314-ac73-98e2bb0bbb63,4167,Stephanie Blanchard,23,MECH,"332 Salazar Shores Suite 302
West Christina, KY 41018",571-594-2031,Paul Collins,Claudia Walton,966074,3.33,6.85,5.29,9.25,7.626875,50,70,80,80,Late,On Time,On Time,On Time,71.375,78,29,96,22,31,91,5,76,82,72,93,100,96,98,81,81,86,1,88,84,93,6,47,94,87,45,84,96,28,78,75,82,99,36,85,97
